ID_CORRELATIVO,CODMES,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,ATTRITION,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5,TOTAL_REQUERIMIENTOS,TOTAL_RECLAMOS,PORC_RECLAMOS,TOTAL_PROCDE,PORC_PROCDE,MESES_ACTIVOS,REQ_PROM_MES
3130,201208,1,2,2,43.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69779,201208,1,4,2,33.0,10.0,0,3,36320,38430,39300,47320,55190,53510,1,1,1,1,1,1,3,1,6,4,1,7,1,6,0,0,0,0,0,0,12,19,6,16,19,10,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
51518,201208,1,2,1,31.0,6.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,14,32,13,13,1,1,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
59845,201208,1,1,1,40.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28985,201208,1,2,1,21.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61470,201208,1,4,1,38.0,8.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,6,6,6,6,6,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
46478,201208,1,4,2,27.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
82477,201208,1,1,1,40.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60663,201208,0,0,2,24.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22360,201208,0,1,1,25.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,24,37,40,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
59154,201208,1,5,1,33.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,2,1,0,0,0,0,0,0,10,13,6,4,13,10,4,4,4,4,4,4,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
69200,201208,1,4,1,32.0,6.0,0,1,200,420,30,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,12,18,23,1,1,1,0,0,0,0,0,0,0,0,0,2.0,1.0,0.5,0.0,0.0,2.0,1.0
76438,201208,1,6,1,49.0,3.0,0,11,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,8,4,8,3,2,2,2,2,2,1,1,1,1,0,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
98940,201208,1,1,1,27.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,9,0,0,0,0,8,7,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
94422,201208,1,1,2,23.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,17,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38210,201208,0,0,2,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18048,201208,1,0,2,43.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63341,201208,0,1,1,0.0,0.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59667,201208,1,8,1,58.0,10.0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,9,5,14,23,3,3,2,3,3,3,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
47947,201208,1,1,2,30.0,3.0,0,1,18650,19380,19330,0,0,0,1,1,1,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,10,20,11,9,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
37786,201208,1,1,2,48.0,0.0,1,7,0,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27655,201208,1,0,2,35.0,0.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48869,201208,1,7,1,28.0,10.0,0,8,19150,19200,19460,19820,20180,20530,1,1,1,1,1,1,3,1,0,0,1,0,0,0,15,16,21,14,16,14,5,10,6,9,2,1,5,5,5,4,4,4,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
53125,201208,1,2,1,26.0,6.0,0,9,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,1,0,1,10,16,9,12,7,11,11,21,10,9,9,11,4,4,4,4,4,2,1,1,1,1,1,1,2.0,1.0,0.5,0.0,0.0,1.0,2.0
64668,201208,1,2,1,25.0,2.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,0,12,20,13,11,18,19,0,0,1,1,1,1,0,0,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
98592,201208,1,1,1,31.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,4,4,4,4,4,3,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35908,201208,1,1,1,33.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,6,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
51980,201208,1,1,2,30.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1983,201208,1,4,2,35.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,14,12,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9295,201208,0,3,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,4,0,0,0,0,19,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93766,201208,1,2,1,43.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74020,201208,1,4,1,35.0,9.0,0,13,535380,552360,578660,581400,581470,581920,1,1,1,1,1,1,4,0,0,2,4,0,0,1,10,10,14,6,8,9,58,44,29,52,37,43,1,1,1,1,0,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,1.0
11171,201208,0,0,2,28.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70446,201208,1,1,1,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,0,0,0,0,0,0,0,0,0,0,7,7,10,0,3,0,3,3,3,3,3,3,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
99500,201208,1,8,1,37.0,10.0,0,2,290,0,0,0,0,0,0,0,0,0,0,0,2,1,14,8,13,9,8,4,0,0,0,0,0,0,39,28,34,21,32,25,5,4,4,4,4,4,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
43213,201208,1,6,1,34.0,3.0,0,8,226570,228590,230470,232790,234790,236610,1,1,1,1,1,1,3,1,12,8,12,12,8,4,9,1,0,0,0,0,8,8,20,10,15,11,1,1,1,1,0,1,0,0,0,0,0,0,2.0,1.0,0.5,0.0,0.0,2.0,1.0
74253,201208,1,4,2,0.0,0.0,0,1,4920,5000,500,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,4,0,0,0,3,3,3,2,2,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66871,201208,1,5,1,48.0,5.0,0,0,4540,5310,6190,4560,2450,4690,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,0,5,5,5,5,5,5,1,1,1,1,1,1,2.0,1.0,0.5,0.0,0.0,1.0,2.0
50595,201208,1,5,2,36.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,3,3,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30662,201208,1,3,1,24.0,1.0,0,0,7940,8190,8440,8670,8910,9170,1,1,1,1,1,1,3,0,0,1,0,2,0,0,2,4,2,1,0,0,3,1,2,0,1,0,2,2,2,2,2,2,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
79476,201208,0,0,1,0.0,0.0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36625,201208,0,1,2,26.0,0.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76123,201208,1,2,2,38.0,6.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,10,0,0,0,0,0,0,0,0,0,3,3,6,2,0,4,2,2,2,2,2,2,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
61440,201208,1,3,1,55.0,6.0,0,0,270,0,80,500,150,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,6,6,6,6,6,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
27061,201208,0,1,2,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,12,11,0,0,0,4,7,10,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,2.0
76692,201208,0,0,2,22.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46793,201208,1,1,2,26.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,4,4,3,4,5,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93854,201208,0,3,0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67411,201208,1,8,1,52.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54892,201208,1,2,2,47.0,8.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
26996,201208,1,3,2,24.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,7,4,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99317,201208,1,3,1,63.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853,201208,1,5,2,39.0,0.0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60066,201208,1,7,1,41.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,2,1,0,0,0,0,0,0,0,4,1,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
727,201208,0,0,1,26.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85586,201208,1,1,1,53.0,9.0,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,5,5,6,7,7,7,7,7,7,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
147,201208,1,5,1,68.0,5.0,0,12,19100,19520,20670,21450,22360,0,1,1,1,1,1,1,2,0,4,1,3,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,6,6,6,6,6,6,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
34310,201208,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12907,201208,1,2,1,23.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,13,5,0,0,0,0,8,10,0,0,0,0,4,3,3,3,3,3,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61104,201208,1,0,2,35.0,0.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,15,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19019,201208,1,1,1,27.0,6.0,0,8,0,0,0,1550,2270,0,1,1,1,1,1,1,2,1,12,13,13,19,20,22,9,0,2,1,3,6,15,5,10,20,22,22,1,1,1,1,1,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,1.0,2.0
65227,201208,1,6,2,27.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13365,201208,0,0,1,20.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,9,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37634,201208,0,1,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,3,8,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42244,201208,1,5,1,25.0,5.0,0,7,0,0,0,0,0,0,1,1,1,1,1,1,2,0,6,13,10,7,7,7,7,2,10,7,3,1,6,0,5,2,1,6,1,1,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
83881,201208,1,1,2,43.0,7.0,0,1,14510,15650,16960,18370,19700,20970,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,3,1,1,1,1,1,1,0,0,0,0,0,0,5.0,5.0,1.0,0.0,0.0,5.0,1.0
84644,201208,1,9,1,45.0,9.0,0,9,0,0,0,0,0,0,1,1,1,0,0,0,2,0,15,7,6,8,2,5,1,0,0,0,0,0,22,8,5,8,6,16,5,5,5,5,5,5,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
94138,201208,1,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64876,201208,0,2,2,25.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7029,201208,1,1,1,36.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86336,201208,1,1,2,28.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,6,6,6,7,8,7,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
77006,201208,1,3,1,25.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,8,12,5,0,0,0,2,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
18246,201208,1,4,1,57.0,6.0,0,7,144670,145500,146440,164860,173090,174210,1,1,1,1,1,1,2,0,6,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
85061,201208,1,7,1,40.0,8.0,0,11,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
10428,201208,1,0,2,25.0,0.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21581,201208,1,1,1,26.0,2.0,0,7,320,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,7,20,9,7,5,1,24,17,13,11,6,9,4,3,3,3,3,3,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
73793,201208,0,1,0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57306,201208,1,2,1,20.0,3.0,0,1,150,580,280,0,0,0,1,1,1,1,0,0,3,1,6,3,5,7,7,7,4,9,3,0,0,0,13,15,15,22,17,18,1,1,1,1,0,0,0,0,0,0,0,0,2.0,1.0,0.5,0.0,0.0,1.0,2.0
25677,201208,1,3,1,38.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,5,5,5,5,4,4,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52701,201208,1,0,2,21.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,43,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
42454,201208,1,1,1,31.0,1.0,0,1,7790,6130,6230,6820,7430,8020,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,3,15,2,3,3,3,3,3,1,1,1,1,1,1,3.0,3.0,1.0,0.0,0.0,1.0,3.0
1964,201208,1,0,2,30.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29675,201208,1,5,1,57.0,10.0,0,5,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,3,3,3,3,3,3,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4885,201208,1,6,1,30.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30154,201208,1,8,2,50.0,5.0,0,1,276940,277750,278560,279530,280220,281060,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,11,6,6,6,6,6,6,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
85001,201208,0,3,2,40.0,0.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
58763,201208,1,1,2,31.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23955,201208,1,9,1,60.0,10.0,0,6,91600,103310,106390,110090,111760,117970,1,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,3,7,8,0,1,1,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
20862,201208,1,2,1,23.0,1.0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,3,0,0,0,0,0,0,0,0,0,0,0,14,2,1,1,2,2,0,0,1,1,0,1,0,0,1,1,3.0,3.0,1.0,0.0,0.0,2.0,1.5
61842,201208,1,3,1,33.0,9.0,0,11,2080,2350,2600,2930,3130,3370,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,8,17,12,24,12,3,3,3,3,3,3,1,1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0
80039,201208,1,7,1,31.0,9.0,0,14,441650,442250,442860,443860,444340,445040,1,1,1,1,1,1,4,1,13,18,14,11,12,16,0,0,0,0,0,0,9,8,9,7,11,7,1,1,1,1,0,1,0,0,0,0,0,0,2.0,2.0,1.0,0.0,0.0,2.0,1.0
