ID_CORRELATIVO,CODMES_x,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,ATTRITION,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES_y,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
1468,201208,1,Rang_ingreso_05,Lima,36.0,6.0,0,Rango_SDO_10,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,7,8,9,13,11,8,0,0,0,0,0,0,16,18,11,14,17,19,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 125
1468,201208,1,Rang_ingreso_05,Lima,36.0,6.0,0,Rango_SDO_10,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,7,8,9,13,11,8,0,0,0,0,0,0,16,18,11,14,17,19,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 21,Submotivo 88
96564,201208,1,Rang_ingreso_04,Provincia,39.0,10.0,1,Rango_SDO_13,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,4,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 125
70696,201208,1,Rang_ingreso_06,Lima,24.0,2.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,4,2,1,2,6,2,16,9,5,8,10,13,16,17,18,26,20,29,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 145
70696,201208,1,Rang_ingreso_06,Lima,24.0,2.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,4,2,1,2,6,2,16,9,5,8,10,13,16,17,18,26,20,29,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
84733,201208,1,Rang_ingreso_04,Lima,30.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,3,3,1,1,0,0,1,1,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
2256,201208,1,Rang_ingreso_04,Lima,27.0,7.0,0,Rango_SDO_06,22490,10510,10800,11110,11410,0,1,1,1,1,1,1,Rango_03,0,12,9,0,0,0,0,5,8,5,17,9,13,14,9,4,9,6,10,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,201208,Producto 05,Submotivo 125
45423,201208,1,Rang_ingreso_03,Lima,32.0,4.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,1,1,1,0,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
45423,201208,1,Rang_ingreso_03,Lima,32.0,4.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,1,1,1,0,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
91236,201208,1,Rang_ingreso_02,Provincia,25.0,3.0,0,Rango_SDO_02,2380,2580,2820,2230,0,0,1,1,1,1,0,0,Rango_04,0,0,0,0,0,0,0,15,9,0,0,0,0,7,4,2,10,6,15,2,2,2,3,2,2,0,0,0,1,1,1,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 144
29061,201208,1,Rang_ingreso_01,Lima,30.0,8.0,0,Cero,0,0,0,0,0,13810,1,1,1,0,1,1,Rango_02,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,4,3,3,4,1,1,1,1,1,1,Reclamo,PROCEDE PARCIAL,202405,Producto 18,Submotivo 125
60112,201208,1,Rang_ingreso_01,Lima,24.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,9,9,4,3,8,4,20,17,11,12,18,17,9,10,5,10,23,18,2,2,1,1,1,1,1,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 27
60112,201208,1,Rang_ingreso_01,Lima,24.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,9,9,4,3,8,4,20,17,11,12,18,17,9,10,5,10,23,18,2,2,1,1,1,1,1,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
52370,201208,1,Rang_ingreso_02,Lima,48.0,7.0,0,Cero,1930,1860,2230,2600,2510,2350,1,1,1,1,1,1,Rango_04,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,2,2,2,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
33370,201208,1,Rang_ingreso_01,Lima,35.0,8.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,2,1,1,0,1,0,0,0,1,0,0,5,18,22,1,17,8,1,1,1,1,1,2,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
45343,201208,1,Rang_ingreso_04,Lima,24.0,0.0,0,Cero,5490,5520,5060,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,6,5,4,4,4,5,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
45343,201208,1,Rang_ingreso_04,Lima,24.0,0.0,0,Cero,5490,5520,5060,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,6,5,4,4,4,5,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
25038,201208,1,Rang_ingreso_08,Provincia,45.0,9.0,0,Rango_SDO_06,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,16,18,7,8,10,7,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202407,Producto 01,Submotivo 146
46123,201208,1,Rang_ingreso_06,Lima,27.0,6.0,0,Rango_SDO_01,11490,9810,15290,12210,8890,4770,1,1,1,1,1,1,Rango_04,1,12,7,5,9,5,5,2,6,5,1,0,0,15,29,34,26,34,31,2,2,2,2,2,2,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
84722,201208,1,Rang_ingreso_06,Lima,30.0,3.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,9,9,11,10,4,8,0,0,0,0,0,0,7,4,5,7,11,14,2,2,1,1,1,1,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 157
96352,201208,1,Rang_ingreso_09,Lima,39.0,8.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,5,3,4,4,10,2,0,0,0,0,0,0,3,0,0,0,1,4,2,2,2,2,2,2,1,0,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
14245,201208,1,Desconocido,Lima,44.0,4.0,0,Rango_SDO_10,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,7,0,0,0,0,0,9,8,0,0,0,0,20,32,23,47,56,37,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
78072,201208,1,Rang_ingreso_02,Provincia,27.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,2,6,10,1,1,1,1,1,1,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 01,Submotivo 07
78072,201208,1,Rang_ingreso_02,Provincia,27.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,2,6,10,1,1,1,1,1,1,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 01,Submotivo 07
92013,201208,1,Rang_ingreso_03,Provincia,25.0,4.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
46284,201208,1,Rang_ingreso_01,Lima,45.0,4.0,0,Rango_SDO_07,0,0,0,0,0,0,0,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,10,1,3,3,5,5,5,5,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202403,Producto 01,Submotivo 125
88455,201208,1,Rang_ingreso_01,Lima,36.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,5,3,5,0,0,0,0,0,0,0,0,0,19,9,11,11,0,0,1,1,0,1,1,1,1,1,0,1,1,1,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 06
51608,201208,1,Rang_ingreso_03,Provincia,28.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 88
87663,201208,1,Rang_ingreso_05,Provincia,36.0,3.0,0,Rango_SDO_01,4950,5270,5600,5930,6230,6600,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,4,13,8,9,1,1,1,1,1,1,0,0,0,0,0,0,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
87663,201208,1,Rang_ingreso_05,Provincia,36.0,3.0,0,Rango_SDO_01,4950,5270,5600,5930,6230,6600,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,4,13,8,9,1,1,1,1,1,1,0,0,0,0,0,0,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
87663,201208,1,Rang_ingreso_05,Provincia,36.0,3.0,0,Rango_SDO_01,4950,5270,5600,5930,6230,6600,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,4,13,8,9,1,1,1,1,1,1,0,0,0,0,0,0,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
43227,201208,1,Rang_ingreso_01,Lima,51.0,2.0,0,Cero,60,0,0,0,220,220,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,6,6,6,6,1,1,1,1,0,0,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 43
1164,201208,1,Rang_ingreso_06,Lima,37.0,9.0,0,Rango_SDO_01,2650,3620,3740,3960,4480,4950,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,5,5,5,5,5,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 144
74828,201208,1,Rang_ingreso_07,Lima,45.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,1,1,1,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 43
74828,201208,1,Rang_ingreso_07,Lima,45.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,1,1,1,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
74828,201208,1,Rang_ingreso_07,Lima,45.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 43
28797,201208,1,Rang_ingreso_04,Lima,31.0,4.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,4,5,1,4,2,2,2,0,0,7,9,6,11,12,9,3,3,3,3,3,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
41846,201208,1,Rang_ingreso_07,Lima,27.0,7.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,1,2,0,2,0,3,16,18,18,14,23,14,10,13,12,11,9,14,4,6,6,6,6,6,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
91660,201208,1,Rang_ingreso_03,Provincia,25.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,3,3,5,0,0,13,4,0,0,0,0,18,8,5,13,9,6,2,2,2,2,2,2,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
6563,201208,0,Rang_ingreso_01,Lima,23.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,6,5,6,3,3,0,0,1,0,0,0,0,10,21,19,21,9,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
6563,201208,0,Rang_ingreso_01,Lima,23.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,6,5,6,3,3,0,0,1,0,0,0,0,10,21,19,21,9,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
58738,201208,1,Rang_ingreso_04,Lima,26.0,3.0,1,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,1,0,18,36,19,19,21,10,3,2,2,2,2,2,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
7477,201208,0,Rang_ingreso_01,Lima,50.0,5.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
54586,201208,1,Rang_ingreso_03,Lima,30.0,2.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,3,0,0,1,0,0,1,0,0,2,0,0,5,11,5,7,6,1,5,5,6,6,6,6,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 144
52795,201208,1,Rang_ingreso_06,Provincia,31.0,8.0,0,Rango_SDO_13,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,16,15,13,16,8,10,1,1,1,1,1,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
24501,201208,1,Rang_ingreso_01,Provincia,50.0,6.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,0,1,3,1,1,0,0,0,1,0,0,2,0,2,6,3,24,2,2,1,1,1,1,1,1,1,0,0,0,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 88
24603,201208,1,Rang_ingreso_03,Lima,24.0,5.0,0,Rango_SDO_07,0,0,0,390,500,680,1,1,1,1,1,1,Rango_04,0,0,0,0,1,0,0,2,5,3,12,26,13,40,32,25,36,23,30,2,2,1,2,1,1,1,1,1,1,0,0,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 125
90898,201208,1,Rang_ingreso_02,Lima,43.0,2.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 27
22598,201208,1,Rang_ingreso_05,Lima,27.0,6.0,0,Rango_SDO_06,30,30,0,2140,6150,5290,1,1,1,1,1,1,Rango_05,1,8,12,6,10,13,8,6,12,7,6,11,9,11,17,15,16,26,21,3,3,3,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE PARCIAL,202403,Producto 18,Submotivo 67
13888,201208,1,Rang_ingreso_02,Lima,25.0,6.0,0,Rango_SDO_09,0,0,0,0,0,1860,0,0,0,0,0,1,Rango_03,1,0,2,0,3,7,4,10,19,13,19,17,16,9,25,14,11,24,24,3,3,3,3,3,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202403,Producto 07,Submotivo 125
13888,201208,1,Rang_ingreso_02,Lima,25.0,6.0,0,Rango_SDO_09,0,0,0,0,0,1860,0,0,0,0,0,1,Rango_03,1,0,2,0,3,7,4,10,19,13,19,17,16,9,25,14,11,24,24,3,3,3,3,3,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202403,Producto 07,Submotivo 125
13888,201208,1,Rang_ingreso_02,Lima,25.0,6.0,0,Rango_SDO_09,0,0,0,0,0,1860,0,0,0,0,0,1,Rango_03,1,0,2,0,3,7,4,10,19,13,19,17,16,9,25,14,11,24,24,3,3,3,3,3,3,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 125
36734,201208,1,Rang_ingreso_02,Lima,28.0,7.0,0,Rango_SDO_07,1960,2270,2610,2980,3320,3690,1,1,1,1,1,1,Rango_05,1,2,0,0,0,0,0,14,12,10,11,5,2,9,4,9,7,4,6,3,3,3,3,3,3,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
36734,201208,1,Rang_ingreso_02,Lima,28.0,7.0,0,Rango_SDO_07,1960,2270,2610,2980,3320,3690,1,1,1,1,1,1,Rango_05,1,2,0,0,0,0,0,14,12,10,11,5,2,9,4,9,7,4,6,3,3,3,3,3,3,1,1,1,1,1,1,Reclamo,PROCEDE PARCIAL,201208,Producto 18,Submotivo 125
74730,201208,1,Rang_ingreso_02,Lima,20.0,3.0,1,Rango_SDO_01,3100,3130,3170,3210,490,100,1,1,1,1,1,1,Rango_04,1,5,7,1,2,5,6,0,0,0,0,0,0,7,9,9,16,8,26,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 156
74730,201208,1,Rang_ingreso_02,Lima,20.0,3.0,1,Rango_SDO_01,3100,3130,3170,3210,490,100,1,1,1,1,1,1,Rango_04,1,5,7,1,2,5,6,0,0,0,0,0,0,7,9,9,16,8,26,1,1,1,1,1,1,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
73722,201208,1,Rang_ingreso_03,Lima,32.0,8.0,0,Rango_SDO_01,28920,29470,29980,30500,30800,30840,1,1,1,1,1,1,Rango_03,0,2,3,2,6,2,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 66
73722,201208,1,Rang_ingreso_03,Lima,32.0,8.0,0,Rango_SDO_01,28920,29470,29980,30500,30800,30840,1,1,1,1,1,1,Rango_03,0,2,3,2,6,2,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
73722,201208,1,Rang_ingreso_03,Lima,32.0,8.0,0,Rango_SDO_01,28920,29470,29980,30500,30800,30840,1,1,1,1,1,1,Rango_03,0,2,3,2,6,2,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 43
73722,201208,1,Rang_ingreso_03,Lima,32.0,8.0,0,Rango_SDO_01,28920,29470,29980,30500,30800,30840,1,1,1,1,1,1,Rango_03,0,2,3,2,6,2,0,0,0,0,0,0,0,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
23753,201208,1,Rang_ingreso_01,Provincia,32.0,5.0,0,Rango_SDO_06,2170,2180,2240,2410,3220,4400,0,0,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,4,4,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
66204,201208,1,Rang_ingreso_03,Lima,39.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
66204,201208,1,Rang_ingreso_03,Lima,39.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 43
77600,201208,1,Rang_ingreso_09,Lima,36.0,5.0,0,Rango_SDO_01,0,2220,11910,11960,11870,12560,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
77600,201208,1,Rang_ingreso_09,Lima,36.0,5.0,0,Rango_SDO_01,0,2220,11910,11960,11870,12560,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
85474,201208,1,Rang_ingreso_02,Lima,21.0,4.0,0,Rango_SDO_02,630,630,1270,1150,1310,1660,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,17,14,0,0,0,0,6,15,11,16,12,14,2,2,2,2,3,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
93729,201208,1,Rang_ingreso_03,Lima,28.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,1,1,1,1,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,7,7,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
86034,201208,1,Rang_ingreso_05,Lima,23.0,1.0,0,Rango_SDO_05,5580,5960,6010,6720,6530,2130,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,23,22,17,19,19,19,26,30,19,16,33,39,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE PARCIAL,202406,Producto 05,Submotivo 125
86034,201208,1,Rang_ingreso_05,Lima,23.0,1.0,0,Rango_SDO_05,5580,5960,6010,6720,6530,2130,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,23,22,17,19,19,19,26,30,19,16,33,39,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 89
28422,201208,1,Rang_ingreso_01,Lima,24.0,6.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,1,17,13,12,10,0,0,0,0,0,0,0,0,17,20,9,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
55650,201208,1,Rang_ingreso_04,Provincia,28.0,1.0,0,Rango_SDO_08,233230,234650,78470,0,0,0,1,1,1,0,0,0,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,18,15,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,201208,Producto 04,Submotivo 125
76244,201208,1,Rang_ingreso_04,Lima,24.0,2.0,1,Rango_SDO_04,1910,2250,2340,2070,1310,2320,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,9,6,13,18,15,8,16,5,3,13,9,3,3,3,3,3,3,3,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 125
13247,201208,1,Rang_ingreso_02,Provincia,42.0,0.0,0,Cero,0,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,5,4,4,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
71345,201208,1,Rang_ingreso_09,Provincia,53.0,4.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,1,1,1,1,1,0,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
71345,201208,1,Rang_ingreso_09,Provincia,53.0,4.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,1,1,1,1,1,0,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 43
90521,201208,1,Rang_ingreso_07,Lima,29.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,4,1,2,1,0,0,0,0,0,0,0,12,11,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 68
