ID_CORRELATIVO,CODMES_x,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES_y,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
65757,202408,1,Rang_ingreso_08,Lima,27.0,6.0,Rango_SDO_13,1510,3060,3780,4520,5280,5960,1,1,1,1,1,1,Rango_04,1,9,6,5,8,11,6,5,13,4,3,7,6,16,5,3,11,9,9,4,4,4,4,4,4,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
64663,202408,1,Rang_ingreso_08,Lima,31.0,3.0,Rango_SDO_11,11550,12710,13960,15000,16160,17270,1,1,1,1,1,1,Rango_04,1,2,9,6,11,12,5,22,21,15,18,16,19,7,4,8,4,5,3,3,3,4,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
64663,202408,1,Rang_ingreso_08,Lima,31.0,3.0,Rango_SDO_11,11550,12710,13960,15000,16160,17270,1,1,1,1,1,1,Rango_04,1,2,9,6,11,12,5,22,21,15,18,16,19,7,4,8,4,5,3,3,3,4,4,4,4,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 157
64663,202408,1,Rang_ingreso_08,Lima,31.0,3.0,Rango_SDO_11,11550,12710,13960,15000,16160,17270,1,1,1,1,1,1,Rango_04,1,2,9,6,11,12,5,22,21,15,18,16,19,7,4,8,4,5,3,3,3,4,4,4,4,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 125
15591,202408,1,Rang_ingreso_03,Lima,34.0,1.0,Cero,0,50,420,860,1590,2230,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,3,3,3,3,3,0,1,0,1,0,0,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 92
80976,202408,1,Rang_ingreso_02,Provincia,33.0,6.0,Rango_SDO_01,4060,14690,10710,11990,13760,15150,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
78154,202408,1,Rang_ingreso_04,Provincia,45.0,10.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,10,5,0,5,5,5,5,5,6,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
21828,202408,1,Rang_ingreso_08,Lima,38.0,2.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,6,6,6,6,6,6,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202408,Producto 20,Submotivo 132
94551,202408,1,Rang_ingreso_05,Lima,39.0,6.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,3,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,7,7,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
94551,202408,1,Rang_ingreso_05,Lima,39.0,6.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,3,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,7,7,1,1,1,1,1,1,Reclamo,PROCEDE PARCIAL,202403,Producto 20,Submotivo 125
75652,202408,1,Rang_ingreso_02,Lima,44.0,5.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
75652,202408,1,Rang_ingreso_02,Lima,44.0,5.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
20861,202408,1,Rang_ingreso_03,Lima,40.0,5.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,8,2,3,4,6,2,9,3,2,7,6,5,6,9,0,5,2,4,7,7,7,7,7,7,1,1,1,1,1,1,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
17094,202408,1,Rang_ingreso_06,Lima,36.0,6.0,Rango_SDO_09,379240,376620,377810,380880,378460,390290,1,1,1,1,1,1,Rango_04,0,0,1,0,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
17094,202408,1,Rang_ingreso_06,Lima,36.0,6.0,Rango_SDO_09,379240,376620,377810,380880,378460,390290,1,1,1,1,1,1,Rango_04,0,0,1,0,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 157
7147,202408,1,Rang_ingreso_01,Lima,25.0,5.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,2,2,0,2,2,3,4,0,0,0,0,2,8,3,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
23619,202408,1,Rang_ingreso_04,Lima,28.0,4.0,Rango_SDO_02,2860,2750,2920,3230,3660,4020,1,1,1,1,1,1,Rango_04,0,0,0,1,0,1,0,17,24,25,22,20,15,9,19,9,9,4,8,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 67
85668,202408,1,Rang_ingreso_06,Lima,28.0,4.0,Rango_SDO_04,4210,4570,4900,5230,5580,5880,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,10,4,0,0,0,0,19,29,26,15,25,23,2,2,2,2,2,2,1,0,0,1,1,0,Reclamo,PROCEDE TOTAL,202408,Producto 01,Submotivo 83
66103,202408,1,Rang_ingreso_01,Lima,55.0,1.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,2,2,2,2,2,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202408,Producto 20,Submotivo 132
66103,202408,1,Rang_ingreso_01,Lima,55.0,1.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202408,Producto 18,Submotivo 125
86443,202408,1,Rang_ingreso_06,Lima,30.0,7.0,Rango_SDO_08,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,2,3,2,3,0,13,10,10,13,8,11,20,21,18,12,24,25,3,3,3,3,3,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 88
86443,202408,1,Rang_ingreso_06,Lima,30.0,7.0,Rango_SDO_08,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,2,3,2,3,0,13,10,10,13,8,11,20,21,18,12,24,25,3,3,3,3,3,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 88
86443,202408,1,Rang_ingreso_06,Lima,30.0,7.0,Rango_SDO_08,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,2,3,2,3,0,13,10,10,13,8,11,20,21,18,12,24,25,3,3,3,3,3,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 88
49011,202408,1,Rang_ingreso_04,Provincia,38.0,9.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,4,1,5,3,9,16,5,0,0,4,12,10,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
49011,202408,1,Rang_ingreso_04,Provincia,38.0,9.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,4,1,5,3,9,16,5,0,0,4,12,10,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 125
27040,202408,1,Desconocido,Lima,49.0,4.0,Rango_SDO_08,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,29,55,29,17,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
27040,202408,1,Desconocido,Lima,49.0,4.0,Rango_SDO_08,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,29,55,29,17,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 146
41383,202408,1,Rang_ingreso_06,Lima,56.0,3.0,Rango_SDO_01,0,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,6,4,3,2,2,2,2,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 125
72519,202408,1,Rang_ingreso_02,Lima,27.0,3.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,4,4,0,5,3,7,4,8,1,0,1,0,5,7,4,3,3,13,1,1,0,0,0,0,1,1,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 125
63273,202408,1,Rang_ingreso_03,Provincia,40.0,5.0,Cero,0,90,1000,1160,870,1040,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
80146,202408,1,Rang_ingreso_01,Lima,46.0,5.0,Rango_SDO_11,0,0,10,50,30,0,1,1,1,1,1,1,Rango_03,0,5,5,3,7,7,2,0,0,0,0,0,0,0,1,0,0,0,0,5,5,3,3,2,2,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
80146,202408,1,Rang_ingreso_01,Lima,46.0,5.0,Rango_SDO_11,0,0,10,50,30,0,1,1,1,1,1,1,Rango_03,0,5,5,3,7,7,2,0,0,0,0,0,0,0,1,0,0,0,0,5,5,3,3,2,2,0,0,0,0,0,0,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
77975,202408,1,Rang_ingreso_02,Lima,26.0,4.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,0,0,0,0,2,18,16,11,13,14,16,9,11,8,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
64143,202408,1,Rang_ingreso_01,Provincia,51.0,5.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
26404,202408,1,Rang_ingreso_04,Provincia,45.0,8.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
41697,202408,1,Rang_ingreso_04,Provincia,37.0,6.0,Rango_SDO_01,1430,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,7,7,7,7,7,1,1,1,1,1,1,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
46730,202408,1,Rang_ingreso_05,Lima,23.0,4.0,Rango_SDO_01,33680,34340,34970,35640,36270,36890,1,1,1,1,1,1,Rango_03,0,6,5,7,3,8,6,0,0,0,0,3,0,6,6,2,0,7,6,3,3,2,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202403,Producto 01,Submotivo 125
4824,202408,1,Rang_ingreso_03,Lima,49.0,4.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15,9,14,9,9,1,1,1,1,1,1,0,1,1,1,0,0,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 88
49187,202408,0,Rang_ingreso_02,Desconocido,32.0,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,8,13,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 146
90306,202408,1,Rang_ingreso_04,Lima,37.0,6.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,8,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
90306,202408,1,Rang_ingreso_04,Lima,37.0,6.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,8,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
90306,202408,1,Rang_ingreso_04,Lima,37.0,6.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,8,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
64489,202408,1,Rang_ingreso_09,Provincia,30.0,6.0,Rango_SDO_06,0,0,0,0,0,0,0,1,1,1,1,1,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 43
64489,202408,1,Rang_ingreso_09,Provincia,30.0,6.0,Rango_SDO_06,0,0,0,0,0,0,0,1,1,1,1,1,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
81788,202408,1,Rang_ingreso_02,Lima,41.0,8.0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,7,5,7,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
81788,202408,1,Rang_ingreso_02,Lima,41.0,8.0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,7,5,7,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
58862,202408,1,Rang_ingreso_02,Lima,27.0,8.0,Rango_SDO_02,0,0,0,0,150,980,0,0,0,1,1,1,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,4,4,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 89
87201,202408,1,Rang_ingreso_07,Lima,31.0,8.0,Rango_SDO_04,0,0,0,0,0,0,0,0,1,1,1,1,Rango_02,1,1,0,0,1,2,1,13,10,14,7,6,6,2,0,4,4,4,1,2,2,2,3,3,3,1,1,1,1,1,1,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
87201,202408,1,Rang_ingreso_07,Lima,31.0,8.0,Rango_SDO_04,0,0,0,0,0,0,0,0,1,1,1,1,Rango_02,1,1,0,0,1,2,1,13,10,14,7,6,6,2,0,4,4,4,1,2,2,2,3,3,3,1,1,1,1,1,1,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
87201,202408,1,Rang_ingreso_07,Lima,31.0,8.0,Rango_SDO_04,0,0,0,0,0,0,0,0,1,1,1,1,Rango_02,1,1,0,0,1,2,1,13,10,14,7,6,6,2,0,4,4,4,1,2,2,2,3,3,3,1,1,1,1,1,1,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
79403,202408,1,Rang_ingreso_03,Lima,23.0,3.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,5,3,8,7,0,1,7,8,1,1,0,3,5,5,8,16,2,2,2,1,1,1,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 157
79403,202408,1,Rang_ingreso_03,Lima,23.0,3.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,5,3,8,7,0,1,7,8,1,1,0,3,5,5,8,16,2,2,2,1,1,1,0,0,0,0,0,0,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
79403,202408,1,Rang_ingreso_03,Lima,23.0,3.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,5,3,8,7,0,1,7,8,1,1,0,3,5,5,8,16,2,2,2,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 99
40575,202408,1,Rang_ingreso_04,Provincia,40.0,6.0,Cero,80,40,20,110,1000,1480,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 66
40575,202408,1,Rang_ingreso_04,Provincia,40.0,6.0,Cero,80,40,20,110,1000,1480,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 66
74692,202408,1,Rang_ingreso_04,Provincia,26.0,1.0,Rango_SDO_03,400,440,280,0,0,0,1,1,1,1,1,0,Rango_04,1,0,0,0,1,3,3,20,25,25,31,30,25,31,35,27,28,19,19,2,2,2,2,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 125
74692,202408,1,Rang_ingreso_04,Provincia,26.0,1.0,Rango_SDO_03,400,440,280,0,0,0,1,1,1,1,1,0,Rango_04,1,0,0,0,1,3,3,20,25,25,31,30,25,31,35,27,28,19,19,2,2,2,2,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202405,Producto 21,Submotivo 125
75683,202408,1,Rang_ingreso_02,Provincia,43.0,2.0,Cero,500,490,510,470,440,600,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,1,1,1,1,1,0,0,0,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
92244,202408,1,Rang_ingreso_03,Lima,30.0,9.0,Cero,360,610,710,640,600,30,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,2,2,3,3,0,1,0,0,1,1,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 160
41627,202408,1,Rang_ingreso_03,Lima,45.0,5.0,Rango_SDO_08,0,0,200,370,580,830,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,2,5,8,8,8,8,8,8,1,1,1,1,1,1,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
41627,202408,1,Rang_ingreso_03,Lima,45.0,5.0,Rango_SDO_08,0,0,200,370,580,830,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,2,5,8,8,8,8,8,8,1,1,1,1,1,1,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
31198,202408,1,Rang_ingreso_06,Lima,29.0,4.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
31198,202408,1,Rang_ingreso_06,Lima,29.0,4.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
27644,202408,1,Rang_ingreso_02,Provincia,40.0,4.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
27644,202408,1,Rang_ingreso_02,Provincia,40.0,4.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,Reclamo,PROCEDE PARCIAL,202405,Producto 20,Submotivo 43
4744,202408,1,Rang_ingreso_07,Lima,30.0,7.0,Rango_SDO_06,22960,24030,25070,25890,26760,27790,1,1,1,1,1,1,Rango_05,1,0,1,1,1,0,0,23,25,22,25,22,26,10,4,4,14,11,17,3,3,3,3,3,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 125
63157,202408,1,Rang_ingreso_01,Provincia,61.0,9.0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,0,0,0,1,0,0,0,0,0,1,0,0,18,17,12,11,7,6,6,6,6,6,6,6,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 88
63064,202408,1,Rang_ingreso_08,Lima,33.0,10.0,Rango_SDO_14,361100,360230,362910,365780,363260,374860,1,1,1,1,1,1,Rango_03,0,3,1,1,1,1,3,0,0,0,1,0,0,11,3,1,4,4,5,6,6,6,6,6,6,1,1,1,1,1,1,Reclamo,PROCEDE PARCIAL,202405,Producto 20,Submotivo 125
63064,202408,1,Rang_ingreso_08,Lima,33.0,10.0,Rango_SDO_14,361100,360230,362910,365780,363260,374860,1,1,1,1,1,1,Rango_03,0,3,1,1,1,1,3,0,0,0,1,0,0,11,3,1,4,4,5,6,6,6,6,6,6,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
11691,202408,1,Rang_ingreso_01,Lima,21.0,2.0,Rango_SDO_07,20,0,10,0,10,30,1,1,1,1,1,1,Rango_05,0,16,13,7,9,5,16,16,5,13,11,19,14,14,16,8,17,7,20,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 43
83801,202408,1,Rang_ingreso_04,Lima,33.0,5.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,6,1,1,1,1,1,1,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
83801,202408,1,Rang_ingreso_04,Lima,33.0,5.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,6,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
7248,202408,1,Rang_ingreso_03,Lima,24.0,2.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,3,5,4,4,3,0,0,0,0,0,0,0,1,9,3,7,6,3,3,3,3,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 88
17084,202408,1,Rang_ingreso_01,Lima,31.0,10.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,10,10,13,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 150
79100,202408,1,Rang_ingreso_06,Lima,30.0,9.0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,1,2,3,0,15,20,20,18,20,17,7,9,15,14,9,15,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202408,Producto 07,Submotivo 125
12956,202408,0,Desconocido,Desconocido,32.0,5.0,Cero,7610,8690,9120,9990,5970,9580,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
12956,202408,0,Desconocido,Desconocido,32.0,5.0,Cero,7610,8690,9120,9990,5970,9580,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 157
44983,202408,1,Rang_ingreso_04,Provincia,47.0,9.0,Cero,0,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,5,5,5,5,0,0,1,0,0,1,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 144
